mac :34:08:04:9b:31:79,delta seq no : [0.86010575],cost : 249.0351
mac :34:08:04:9b:31:79,delta seq no : [0.87053293],cost : 215.54193
mac :34:08:04:9b:31:79,delta seq no : [0.80725044],cost : 169.12115
mac :34:08:04:9b:31:79,delta seq no : [0.8295085],cost : 268.6277
mac :34:08:04:9b:31:79,delta seq no : [0.90432584],cost : 239.76422
mac :34:08:04:9b:31:79,delta seq no : [0.8629306],cost : 181.31113
mac :34:08:04:9b:31:79,delta seq no : [0.8080368],cost : 155.52171
mac :34:08:04:9b:31:79,delta seq no : [0.85814273],cost : 130.56174
mac :34:08:04:9b:31:79,delta seq no : [0.973541],cost : 280.88538
mac :34:08:04:9b:31:79,delta seq no : [0.85111785],cost : 84.690506
mac :34:08:04:9b:31:79,delta seq no : [0.83987975],cost : 125.90861
mac :34:08:04:9b:31:79,delta seq no : [0.90320146],cost : 249.71405
mac :34:08:04:9b:31:79,delta seq no : [0.8850529],cost : 266.73135
mac :34:08:04:9b:31:79,delta seq no : [0.8848969],cost : 210.67401
mac :34:08:04:9b:31:79,delta seq no : [0.8364864],cost : 100.13779
mac :34:08:04:9b:31:79,delta seq no : [0.8993671],cost : 185.17139
mac :34:08:04:9b:31:79,delta seq no : [0.8956787],cost : 104.39384
mac :34:08:04:9b:31:79,delta seq no : [0.8477595],cost : 165.26231
mac :34:08:04:9b:31:79,delta seq no : [0.86456865],cost : 178.2546
mac :34:08:04:9b:31:79,delta seq no : [0.82933617],cost : 114.333176
mac :34:08:04:9b:31:79,delta seq no : [0.85298514],cost : 129.57504
mac :34:08:04:9b:31:79,delta seq no : [0.8841677],cost : 111.548065
mac :34:08:04:9b:31:79,delta seq no : [0.8605962],cost : 150.81017
mac :34:08:04:9b:31:79,delta seq no : [0.86404955],cost : 168.85474
mac :34:08:04:9b:31:79,delta seq no : [0.9120083],cost : 205.03058
mac :34:08:04:9b:31:79,delta seq no : [0.90382916],cost : 304.42407
mac :34:08:04:9b:31:79,delta seq no : [0.89334065],cost : 226.2809
mac :34:08:04:9b:31:79,delta seq no : [1.0577608],cost : 452.5332
mac :34:08:04:9b:31:79,delta seq no : [0.84000415],cost : 100.92007
mac :34:08:04:9b:31:79,delta seq no : [0.88756657],cost : 146.17505
mac :34:08:04:9b:31:79,delta seq no : [0.8736149],cost : 119.55309
mac :34:08:04:9b:31:79,delta seq no : [0.8149252],cost : 99.14469
mac :34:08:04:9b:31:79,delta seq no : [0.83145046],cost : 140.34906
mac :34:08:04:9b:31:79,delta seq no : [0.87048554],cost : 97.30375
mac :34:08:04:9b:31:79,delta seq no : [0.8060954],cost : 137.6837
mac :34:08:04:9b:31:79,delta seq no : [0.94784886],cost : 202.49211
mac :34:08:04:9b:31:79,delta seq no : [0.90888387],cost : 110.34385
mac :34:08:04:9b:31:79,delta seq no : [0.9225541],cost : 189.91962
mac :34:08:04:9b:31:79,delta seq no : [0.9993783],cost : 148.41325
mac :34:08:04:9b:31:79,delta seq no : [0.9479764],cost : 124.62962
mac :34:08:04:9b:31:79,delta seq no : [0.91113424],cost : 206.00166
mac :34:08:04:9b:31:79,delta seq no : [0.9483176],cost : 145.91634
mac :34:08:04:9b:31:79,delta seq no : [1.0125873],cost : 176.98083
mac :34:08:04:9b:31:79,delta seq no : [1.0122501],cost : 104.73622
mac :34:08:04:9b:31:79,delta seq no : [1.41457],cost : 199.94183
mac :34:08:04:9b:31:79,delta seq no : [1.3562355],cost : 235.63275
mac :34:08:04:9b:31:79,delta seq no : [1.4887056],cost : 250.92009
mac :34:08:04:9b:31:79,delta seq no : [1.136113],cost : 395.04245
mac :34:08:04:9b:31:79,delta seq no : [0.94486773],cost : 140.65909
mac :34:08:04:9b:31:79,delta seq no : [0.9551954],cost : 187.08179
mac :34:08:04:9b:31:79,delta seq no : [0.9675636],cost : 348.59518
mac :34:08:04:9b:31:79,delta seq no : [1.0065941],cost : 186.23549
mac :34:08:04:9b:31:79,delta seq no : [1.0177968],cost : 248.61609
mac :34:08:04:9b:31:79,delta seq no : [1.0750102],cost : 223.8084
mac :34:08:04:9b:31:79,delta seq no : [0.9040403],cost : 174.29187
mac :34:08:04:9b:31:79,delta seq no : [1.1073333],cost : 387.8059
mac :34:08:04:9b:31:79,delta seq no : [1.1732013],cost : 255.31155
mac :34:08:04:9b:31:79,delta seq no : [0.9832607],cost : 132.44049
mac :34:08:04:9b:31:79,delta seq no : [1.137318],cost : 411.65775
mac :34:08:04:9b:31:79,delta seq no : [0.9717662],cost : 233.91466
mac :34:08:04:9b:31:79,delta seq no : [0.9879639],cost : 145.07709
mac :58:65:e6:70:38:be,delta seq no : [0.67567974],cost : 235.86531
mac :58:65:e6:70:38:be,delta seq no : [0.6823361],cost : 328.14514
mac :58:65:e6:70:38:be,delta seq no : [0.6607532],cost : 136.63376
