wlan.sa,frame.time_relative,wlan.seq,wlan.ssid,frame.len
94:d7:71:fc:67:c9,914.72100502,105833,NaN,166
94:d7:71:fc:67:c9,914.7482433289999,105834,NaN,166
94:d7:71:fc:67:c9,914.7762998439999,105835,NaN,166
94:d7:71:fc:67:c9,914.803675164,105836,NaN,166
ac:36:13:5b:00:45,917.39793591,106497,NaN,159
ac:36:13:5b:00:45,917.4179603160001,106498,NaN,159
ac:36:13:5b:00:45,917.6545194619999,106509,NaN,159
ac:36:13:5b:00:45,917.6748048119999,106510,NaN,159
ac:36:13:5b:00:45,917.912723684,106521,NaN,159
ac:36:13:5b:00:45,917.93354654,106522,NaN,159
18:83:31:9b:75:ad,918.191649323,106578,NaN,157
18:83:31:9b:75:ad,918.211829875,106579,NaN,157
84:2e:27:6b:53:df,924.9135295760001,110593,U+zone,158
84:2e:27:6b:53:df,924.914934878,110594,U+zone_5G,158
84:2e:27:6b:53:df,924.916704537,110595,5G_U+zone,158
84:2e:27:6b:53:df,924.933815602,110597,U+zone,158
84:2e:27:6b:53:df,924.9351191039999,110598,U+zone_5G,158
84:2e:27:6b:53:df,924.9373437789999,110599,5G_U+zone,158
84:2e:27:6b:53:df,924.93918602,110600,NaN,158
84:2e:27:6b:53:df,925.1688151789999,110641,U+zone,158
84:2e:27:6b:53:df,925.170204509,110642,U+zone_5G,158
84:2e:27:6b:53:df,925.172024038,110643,5G_U+zone,158
84:2e:27:6b:53:df,925.173524816,110644,NaN,158
84:2e:27:6b:53:df,925.1890649110001,110645,U+zone,158
84:2e:27:6b:53:df,925.190436295,110646,U+zone_5G,158
84:2e:27:6b:53:df,925.192080649,110647,5G_U+zone,158
84:2e:27:6b:53:df,925.193523713,110648,NaN,158
84:2e:27:6b:53:df,925.210932176,110649,U+zone,158
84:2e:27:6b:53:df,925.212320063,110650,U+zone_5G,158
84:2e:27:6b:53:df,925.2139691230001,110651,5G_U+zone,158
84:2e:27:6b:53:df,925.2158763939999,110652,NaN,158
84:2e:27:6b:53:df,925.2317283760001,110653,U+zone,158
84:2e:27:6b:53:df,925.2330890789999,110654,U+zone_5G,158
84:2e:27:6b:53:df,925.23498078,110655,5G_U+zone,158
84:2e:27:6b:53:df,925.2363535569999,110656,NaN,158
84:2e:27:6b:53:df,925.4242546830001,110689,U+zone,158
84:2e:27:6b:53:df,925.4255374119999,110690,U+zone_5G,158
84:2e:27:6b:53:df,925.4274296039999,110691,5G_U+zone,158
84:2e:27:6b:53:df,925.4288448089999,110692,NaN,158
84:2e:27:6b:53:df,925.444024041,110693,U+zone,158
84:2e:27:6b:53:df,925.445415105,110694,U+zone_5G,158
84:2e:27:6b:53:df,925.447390684,110695,5G_U+zone,158
84:2e:27:6b:53:df,925.44876518,110696,NaN,158
84:2e:27:6b:53:df,932.983687915,110738,U+zone,158
84:2e:27:6b:53:df,932.984994871,110739,U+zone_5G,158
84:2e:27:6b:53:df,932.986407139,110740,5G_U+zone,158
84:2e:27:6b:53:df,932.9877326689999,110741,NaN,158
84:2e:27:6b:53:df,933.0040917289999,110742,U+zone,158
84:2e:27:6b:53:df,933.005496314,110743,U+zone_5G,158
84:2e:27:6b:53:df,933.006941478,110744,5G_U+zone,158
84:2e:27:6b:53:df,933.008314796,110745,NaN,158
84:2e:27:6b:53:df,933.379068615,110792,U+zone,158
84:2e:27:6b:53:df,933.380463989,110793,U+zone_5G,158
84:2e:27:6b:53:df,933.3819109369999,110794,5G_U+zone,158
84:2e:27:6b:53:df,933.383259117,110795,NaN,158
84:2e:27:6b:53:df,933.3996439389999,110796,U+zone,158
84:2e:27:6b:53:df,933.4010658489999,110797,U+zone_5G,158
84:2e:27:6b:53:df,933.402487524,110798,5G_U+zone,158
84:2e:27:6b:53:df,933.403838876,110799,NaN,158
84:2e:27:6b:53:df,933.560014175,110818,U+zone_5G,158
94:d7:71:fc:67:c9,936.930498208,114161,NaN,166
94:d7:71:fc:67:c9,936.958848321,114162,NaN,166
94:d7:71:fc:67:c9,936.986373072,114163,NaN,166
84:2e:27:6b:53:df,940.988927175,115055,U+zone,158
94:d7:71:fc:67:c9,942.807577935,118347,NaN,166
94:d7:71:fc:67:c9,942.83476255,118348,NaN,166
2a:c4:fc:a8:b4:2b,947.7746738210001,119329,NaN,94
2a:c4:fc:a8:b4:2b,947.8473698260001,119332,NaN,94
94:d7:71:fc:67:c9,948.49334112,122527,NaN,166
94:d7:71:fc:67:c9,949.069961955,122549,NaN,166
94:d7:71:fc:67:c9,949.0973371660001,122550,NaN,166
3c:a0:67:85:86:1b,949.86840899,123728,NaN,66
3c:a0:67:85:86:1b,949.918594033,123729,NaN,66
84:2e:27:6b:53:df,990.614254123,127570,U+zone,158
84:2e:27:6b:53:df,990.61567026,127571,U+zone_5G,158
84:2e:27:6b:53:df,990.617099472,127572,5G_U+zone,158
84:2e:27:6b:53:df,990.618443112,127573,NaN,158
84:2e:27:6b:53:df,990.634569833,127574,U+zone,158
84:2e:27:6b:53:df,990.635999817,127575,U+zone_5G,158
84:2e:27:6b:53:df,990.6373986389999,127576,5G_U+zone,158
84:2e:27:6b:53:df,990.6387456660001,127577,NaN,158
84:2e:27:6b:53:df,990.96016447,127622,U+zone,158
84:2e:27:6b:53:df,990.9615497469999,127623,U+zone_5G,158
84:2e:27:6b:53:df,990.963022734,127624,5G_U+zone,158
84:2e:27:6b:53:df,990.9643746630001,127625,NaN,158
84:2e:27:6b:53:df,990.9805964939999,127626,U+zone,158
84:2e:27:6b:53:df,990.981943897,127627,U+zone_5G,158
84:2e:27:6b:53:df,990.9834209039999,127628,5G_U+zone,158
84:2e:27:6b:53:df,990.98479752,127629,NaN,158
3c:a0:67:85:86:1b,1009.4594927119999,127839,NaN,66
3c:a0:67:85:86:1b,1009.50974305,127840,NaN,66
2a:c4:fc:a8:b4:2b,1010.727116528,131626,NaN,94
2a:c4:fc:a8:b4:2b,1010.775448764,131628,NaN,94
2a:c4:fc:a8:b4:2b,1010.8481483060001,131631,NaN,94
2a:c4:fc:a8:b4:2b,1010.872592114,131632,NaN,94
00:f4:6f:9e:c6:eb,1023.08042373,135183,NaN,149
00:f4:6f:9e:c6:eb,1023.0891419389999,135184,NaN,149
00:f4:6f:9e:c6:eb,1025.122690557,135206,carlynne,149
94:d7:71:fc:67:c9,1025.3455897210001,139124,NaN,166
94:d7:71:fc:67:c9,1025.393885022,139125,NaN,166
94:d7:71:fc:67:c9,1025.441442088,139126,NaN,166
00:f4:6f:9e:c6:eb,1027.127683962,139321,NaN,149
00:f4:6f:9e:c6:eb,1027.1481420960001,139322,NaN,149
00:f4:6f:9e:c6:eb,1027.3966326339998,139333,NaN,149
00:f4:6f:9e:c6:eb,1027.528254292,139339,NaN,149
00:f4:6f:9e:c6:eb,1027.548884142,139340,NaN,149
00:f4:6f:9e:c6:eb,1027.706875817,139347,NaN,149
00:f4:6f:9e:c6:eb,1027.727189392,139348,NaN,149
94:d7:71:fc:67:c9,1030.762059147,143277,NaN,166
